noAnggota,link_foto,link_profil,nama,fraksi,dapil,akd_clean,ttl,agama,pendidikan,pekerjaan,organisasi,kotaLahir,usia,pendidikan_terakhir,is_kader,is_dewan,usia_kategori,rank_partai,partai
246,http://www.dpr.go.id//doksigota/photo/1999.jpg,http://www.dpr.go.id//blog/profil/id/1999,"H.M. RIFQINIZAMI KARSAYUDA, S.H.",Fraksi Partai Demokrasi Indonesia Perjuangan,KALIMANTAN SELATAN I,['Komisi V'],,,,,,,,0_no_data,no_data,no_data,nan,1.0,PDIP
247,http://www.dpr.go.id//doksigota/photo/2000.jpg,http://www.dpr.go.id//blog/profil/id/2000,dr. H. SULAIMAN UMAR SIDDIQ,Fraksi Partai Demokrasi Indonesia Perjuangan,KALIMANTAN SELATAN II,['Komisi VII'],Pagatan / 16 April 1982,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>TK , tk aisyah athfal pagatan kec nusan hilir . Tahun:  - 1988</li><li>SD , sd muhammadiyah pagatan kec nusan hilir. Tahun: 1988 - 1994</li><li>SMP , smp muhammadiyah pagatan kec hilir. Tahun: 1994 - 1997</li><li>SMA , sma muhammadiyah 2 yogyakarta. Tahun: 1997 - 2000</li><li>S1 ilmu kedokteran, fk universitas muslim indonesia . Tahun: 2001 - 2011</li><li>S1 , . Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Anggota DPR RI , Sebagai: Anggota . Tahun: 2019 - skrg</li><li>RS Maria Permata Batulicin Tanah Bumbu  , Sebagai: Direktur. Tahun:  - </li><li>Klinik Zam-Zam Batulicin Tanah Bumbu , Sebagai: Direktur. Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
",Pagatan,38.0,4_s1,eksternal,dewan,"(23.0, 44.0]",1.0,PDIP
248,http://www.dpr.go.id//doksigota/photo/2001.jpg,http://www.dpr.go.id//blog/profil/id/2001,"SYAFRUDDIN H. MAMING, S.Sos.",Fraksi Partai Demokrasi Indonesia Perjuangan,KALIMANTAN SELATAN II,['Komisi VII'],Pulau Burung  / 06 Januari 1977,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SDN 2 BATULICIN . Tahun: 1985 - 1991</li><li>SMP , SMPN BATULICIN . Tahun: 1991 - 1994</li><li>SMA IPS, SMU SWASTA MUJAHIDIN SURABAYA . Tahun: 1994 - 1997</li><li>S1 ILMU ADMINISTRASI NEGARA, UNIVERSITAS ISLAM KALIMANTAN . Tahun: 2010 - 2014</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Anggota DPR RI, Sebagai: Anggota . Tahun: 2019 - skrg</li><li>DPRD PROVINSI KAL-SEL , Sebagai: KETUA FRAKSI PDIP DAN WAKIL KETUA KOMISI III. Tahun: 2014 - 2019</li><li>PT.BATULICIN ENAM SEMBILAN , Sebagai: STAF AHLI . Tahun: 2011 - Skrg</li><li>PT BATULICIN NUSANTARA , Sebagai: OPERASIONAL LAPANGAN . Tahun: 2010 - 2013</li><li>CV.BINA USAHA , Sebagai: OPERASIONAL LAPANGAN . Tahun: 2004 - 2010</li><li>PT SINAR KAMANRE , Sebagai: OPERASIONAL LAPANGAN . Tahun: 2000 - 2003</li><li>PT JAYA MULIA , Sebagai: OPERASIONAL LAPANGAN . Tahun: 1997 - 1999</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>DPD PDIP KAL-SEL , Sebagai: WAKIL KETUA BIDANG PEMENANGAN PEMILU. Tahun: 2019 - 2024</li><li>KERUKUNAN KELUARGA SUL-SEL, Sebagai: BADAN PENGURUS DAERAH  . Tahun: 2019 - 2024</li><li>PERSATUAN TENIS MEJA SELURUH INDONESIA KAB TANAH BUMBU , Sebagai: KETUA . Tahun: 2018 - Skrg</li><li>DPC KADIN TANAH BUMBU , Sebagai: PENASEHAT. Tahun: 2017 - 2019</li><li>IKATAN MAHASISWA TANAH BUMBU , Sebagai: PEMBINA . Tahun: 2017 - 2020</li><li>DPD HKTI KAL-SEL, Sebagai: WAKIL KETUA . Tahun: 2017 - 2022</li><li>IKATAN SARJANA NU KAL-SEL , Sebagai: BENDAHARA . Tahun: 2017 - Skrg</li><li>PEMUDA PANCALSILA TANAH BUMBU , Sebagai: WAKIL KETUA I. Tahun: 2017 - Skrg</li><li>DPD PDIP KAL-SEL , Sebagai: WAKIL KETUA BIDANG NELAYAN. Tahun: 2015 - 2019</li><li>DPD BANTENG MUDA INDONESIA , Sebagai: KETUA . Tahun: 2015 - 2020</li><li>FEDERASI SERIKAT PEKERJA TRANSPORT INDONESIA TANAH BUMBU , Sebagai: KETUA . Tahun: 2015 - Skrg</li><li>DPD HIPMI TANAH BUMBU , Sebagai: PEMBINA . Tahun: 2014 - 2020</li><li>DPC PDIP TANAH BUMBU , Sebagai: SEKRETARIS. Tahun: 2014 - 2015</li><li>PERSATUAN OLAHRAGA BILLIARD SELURUH INDONESIA , Sebagai: KETUA . Tahun: 2011 - 2018</li><li>DPD HIPMI TANAH BUMBU , Sebagai: WAKIL KETUA . Tahun: 2011 - 2013</li><li>PAC PDIP BATULICIN , Sebagai: WAKIL KETUA. Tahun: 2010 - 2015</li> </ul>
",Pulau Burung ,43.0,4_s1,internal,dewan,"(23.0, 44.0]",1.0,PDIP
249,http://www.dpr.go.id//doksigota/photo/2003.jpg,http://www.dpr.go.id//blog/profil/id/2003,H. SAFARUDDIN,Fraksi Partai Demokrasi Indonesia Perjuangan,KALIMANTAN TIMUR,"['Komisi III', 'Badan Kerja Sama Antar Parlemen']",Kampiri / 10 Februari 1960,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , muhammadiyah kompiri 1. Tahun: 1966 - 1972</li><li>SMA , smpn 122 kampiri . Tahun: 1972 - 1975</li><li>SMA , sma muhammadiyah ujung padang . Tahun: 1975 - 1978</li><li>DIPLOMA , . Tahun:  - </li><li>S1 , PTIK. Tahun:  - 1992</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Anggota DPR RI, Sebagai: Anggota. Tahun: 2019 - skrg</li><li>KAPOLDA KALTIM , Sebagai: KEPOLISIAN RI . Tahun: 2015 - 2018</li><li>WAKABA INTELKAM , Sebagai: . Tahun: 2014 - 2015</li><li>KAROWATPRES SSDM POLRI , Sebagai: . Tahun: 2013 - 2014</li><li>WAKAPADA KALBAR , Sebagai: . Tahun: 2009 - 2010</li><li>KABAG ANALISIS AN EVALUASI ROBINIS SDEOPS PARI, Sebagai: . Tahun: 2007 - 2008</li><li>ANALISA KEBIJAKAN MEDYA BIDJIANTRA SSDM POLRI , Sebagai: . Tahun: 2006 - 2007</li><li>KABAG JIAMBANG SDEREMBANG POLRI , Sebagai: . Tahun: 2005 - 2006</li><li>KAPOLRES METRO JAKBAR POLDA METRO , Sebagai: . Tahun: 2001 - 2003</li><li>KABAG BINKAR RO SSDM POLDA JATIM , Sebagai: . Tahun: 2000 - 2001</li><li>KAPOLRES TULUNGAGUNG JATIM , Sebagai: . Tahun: 1993 - 1999</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>, Sebagai: e. Tahun: e - e</li><li>e, Sebagai: e. Tahun: e - e</li> </ul>
",Kampiri,60.0,4_s1,eksternal,dewan,"(55.0, 61.0]",1.0,PDIP
250,http://www.dpr.go.id//doksigota/photo/2002.jpg,http://www.dpr.go.id//blog/profil/id/2002,"ISMAIL THOMAS, S.H., M.Si.",Fraksi Partai Demokrasi Indonesia Perjuangan,KALIMANTAN TIMUR,['Komisi VII'],Linggah Melapeh / 31 Januari 1955,Katolik,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Katholik WR Soepratman . Tahun: 1961 - 1967</li><li>SMP , SMP Katholik WR Soepratman . Tahun: 1967 - 1970</li><li>SMA , SMA Katholik WR Soepratman . Tahun: 1970 - 1973</li><li>DIPLOMA , . Tahun:  - </li><li>S1 Ilmu Hukum , Sekolah Tinggi Hukum Indonesia . Tahun: 2000 - 2003</li><li>S2 Ilmu Adm Negara , Universitas Mulawarman . Tahun: 2007 - 2009</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Bupati Kutai Barat, Sebagai: Bupati. Tahun: 2011 - 2016</li><li>Bupati Kutai Barat, Sebagai: Bupati. Tahun: 2006 - 2011</li><li>Wakil Bupati Kutai Barat, Sebagai: Wakil Bupati. Tahun: 2001 - 2006</li><li>Anggota DPRD II Kutai Barat, Sebagai: Ketua Fraksi PDI Perjuangan . Tahun: 2000 - 2001</li><li>PT. Kelian eQUATORIAL MULING (KEM), Sebagai: Supervisor Transport. Tahun: 1990 - 2001</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>DPC PDI Perjuangan Kab. Kutai Barat , Sebagai: Ketua . Tahun: 2001 - 2018</li> </ul>
",Linggah Melapeh,65.0,5_s2,eksternal,dewan,"(61.0, 81.0]",1.0,PDIP
251,http://www.dpr.go.id//doksigota/photo/2010.jpg,http://www.dpr.go.id//blog/profil/id/2010,"Ir. DEDDY YEVRI HANTERU SITORUS, M.A.",Fraksi Partai Demokrasi Indonesia Perjuangan,KALIMANTAN UTARA,['Komisi VI'],Pematang Siantar / 17 Januari 1970,Katolik,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , . Tahun:  - </li><li>SMP , . Tahun:  - </li><li>SMA , SMA Negeri 3. Tahun:  - 1988</li><li>S1 Budidaya Pertanian, Univ. Simalungun. Tahun:  - 1996</li><li>S2 Political Commucation Advocacy &amp; Campaigining, Kingston University. Tahun:  - 2006</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>PT. Berkah Multi Cargo, Sebagai: Komisaris Independen. Tahun: 2017 - 2018</li><li>PTPN 3 (Holding), Sebagai: Komisaris Independen. Tahun: 2016 - 2018</li><li>PT. Waskita Beton Precast, Sebagai: Komisaris Independen. Tahun: 2014 - 2017</li><li>IHS - Exclusive Analysis, Sebagai: South East Asia Researcher. Tahun: 2013 - 2018</li><li>PT. Optima Consulting Network, Sebagai: Komisaris. Tahun: 2012 - 2014</li><li>Exclusive Analysis (Acquires by IHS), Sebagai: Indonesia Contry Representative. Tahun: 2011 - 2013</li><li>PT. Optima Consulting Network, Sebagai: Direktur Eksekutif. Tahun: 2010 - 2012</li><li>PT. Takagama, Sebagai: Kommissioner. Tahun: 2009 - 2018</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Koalisi Anti Utang (KAU), Sebagai: Pendiri dan Presidium. Tahun: 2000 - 2001</li><li>South East Council for Food Security and Fair Trade (SEACON), Sebagai: Indonesia Represntative. Tahun: 1999 - 2001</li><li>Komunitas Aksi Solidaritas Buruh Indonesia (KASBI), Sebagai: Pendiri dan Presidium. Tahun: 1998 - 2000</li><li>Friends of The Earth, Sebagai: Indonesia Represntative. Tahun: 1998 - 1999</li><li>Asian NGO Coalition on Rural Develompment and Agrarian Reforn (ANGOC), Sebagai: Indonesia Represntative. Tahun: 1998 - 2001</li><li>Internasional Concil on Social Welfare (ISVW), Sebagai: Indonesia Represntative. Tahun: 1998 - 1999</li> </ul>
",Pematang Siantar,50.0,5_s2,eksternal,non-dewan,"(49.0, 55.0]",1.0,PDIP
252,http://www.dpr.go.id//doksigota/photo/2005.jpg,http://www.dpr.go.id//blog/profil/id/2005,"Dra. ADRIANA CHARLOTTE DONDOKAMBEY, M.Si.",Fraksi Partai Demokrasi Indonesia Perjuangan,SULAWESI UTARA,['Badan Anggaran'],Kota Manado / 03 Agustus 1955,Kristen,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Anggota DPR RI, Sebagai: Anggota . Tahun: 2019 - skrg</li><li>KEPALA BADAN LINGKUNGAN HIDUP KOTA BITUNG , Sebagai: IV B. Tahun: 2008 - 2016</li><li>KABID PENGAWASAN DAN PENGENDALIAN PENCEMARAN , Sebagai: III D. Tahun: 2003 - 2010</li><li>KASIE PENCEMARAN DAN KERUSAKAN LINGKUNGAN HIDUP , Sebagai: III D. Tahun: 2000 - 2001</li><li>KEPALA BAGIAN LINGKUNGAN BUATAN BIRO BINA LINGKUNGAN HIDUP PROVINSI , Sebagai: III C. Tahun: 1995 - 1998</li><li>KASUBAG PEMBINAAN REHABILITASI LINGK.BIRO BINA LINGKUNGAN HIDUP PROVINSI , Sebagai: III B . Tahun: 1993 - 1995</li><li>KASUBAG PEMBINAAN BAHASA ASING BIRO BINS LINGKUNGAN HIDUP PROVINSI., Sebagai: III B . Tahun: 1990 - 1993</li><li>Anggota DPRD, Sebagai: Anggota . Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>WKI ( WANITA KAUM IBU ) SINODE GMIM , Sebagai: KETUA . Tahun: 2018 - 2022</li><li>PROGRAM WKI (WANITA KAUM IBU) SINODE , Sebagai: KETUA . Tahun: 2017 - </li><li>SINODE GMIM , Sebagai: WAKIL.BENDAHARA . Tahun: 2014 - 2018</li><li>GEREJA , Sebagai: WAKIL KETUA BPMJ . Tahun: 2009 - 2014</li><li>SINODE GMIM PANITIA PELAKSANA HAPSA , Sebagai: KETUA . Tahun: 2009 - 2014</li><li>GEREJA, Sebagai:  SYAMAS. Tahun: 2005 - 2009</li><li>FKPPIH , Sebagai:  BENDAHARA . Tahun: 1985 - 1989</li><li>BPM/SENAT, Sebagai: SEKSI PENALARAN MANA . Tahun: 1983 - 1986</li><li>FKPPIH, Sebagai: SEKSI ORGANISASI . Tahun: 1982 - 1985</li> </ul>
",Kota Manado,65.0,0_no_data,eksternal,dewan,"(61.0, 81.0]",1.0,PDIP
253,http://www.dpr.go.id//doksigota/photo/2004.jpg,http://www.dpr.go.id//blog/profil/id/2004,"H. HERSON MAYULU, S.IP.",Fraksi Partai Demokrasi Indonesia Perjuangan,SULAWESI UTARA,['Komisi V'],Gorontalo  / 17 Oktober 1959,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Negeri XII Gorontalo. Tahun: 1966 - 1972</li><li>SMP , SMP I Gorontalo. Tahun: 1972 - 1975</li><li>SMA , SMA I Gorontalo. Tahun: 1976 - 1979</li><li>S1 Ilmu Pemerintahan, Universitas Terbuka . Tahun: 1993 - 1997</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Anggota DPR RI, Sebagai: Anggota. Tahun: 2019 - skrg</li><li>Pemkab Bolaang Mongodow, Sebagai: Bupati. Tahun: 2016 - 2018</li><li>Pemkab Bolaang Mongodow Selatan , Sebagai: Bupati. Tahun: 2010 - 2015</li><li>Anggota DPRD Bolaang Mongodow, Sebagai: Wakil Ketua. Tahun: 2007 - 2009</li><li>Anggota DPRD Bolaang Mongodow, Sebagai: Wakil Ketua Komisi C. Tahun: 2004 - 2007</li><li>Pemkab Bolaang Mongodow, Sebagai: PNS. Tahun: 1987 - 2004</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li><font color=""red""><i>Data tidak ditemukan.</i></font></li> </ul>
",Gorontalo ,61.0,4_s1,eksternal,dewan,"(55.0, 61.0]",1.0,PDIP
254,http://www.dpr.go.id//doksigota/photo/340.jpg,http://www.dpr.go.id//blog/profil/id/340,VANDA SARUNDAJANG,Fraksi Partai Demokrasi Indonesia Perjuangan,SULAWESI UTARA,['Komisi X'],Manado / 11 Agustus 1974,Kristen,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Katolik RK. II, Bitung. Tahun:  - </li><li>SMP , SMP Negeri, Bitung. Tahun:  - </li><li>SMA , SMA Seruni Don Bosco, Kebayoran Lama - Jaksel. Tahun:  - 1994</li><li>S1 SASTRA INGGRIS, Universitas Kristen Indonesia, Jakarta. Tahun:  - 2002</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Fraksi PDI Perjuangan, Sebagai: Anggota Dewan Perwakilan Rakyat, Komisi VI &amp; BKSAP. Tahun: 2009 - 2014</li><li>Wiraswasta, Sebagai: . Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Pramuka, Sebagai: Ketua Kwartir Daerah. Tahun: 2013 - </li><li>PARFI Sulut, Sebagai: Ketua . Tahun: 2008 - Seka</li><li>Kerukunan Keluarga Kawanua (KKK), Sebagai: Wakil Bendahara Umum (5 th). Tahun: 2007 - Seka</li><li>Yayasan FKKMI, Sebagai: Ketua Dewan Penasehat. Tahun: 2006 - Seka</li><li>Pemuda Panca Marga, Sebagai: Bendahara DPP (5 th). Tahun: 2006 - seka</li><li>Kerapatan Gereja Masehi Injili Minahasa (KGPM) Jakarta, Sebagai: Bendahara (5 th). Tahun:  - </li><li>Persatuan Artis Film Indonesia (PARFI), Sebagai: Ketua Pimpinan Daerah Sulut (3 th). Tahun:  - </li><li>PDI Perjuangan, Sulut, Sebagai: Anggota (6 th). Tahun:  - </li><li>Forum Konunikasi Kawanua Muda Indonesia, Sebagai: Penasehat DPP (5 th). Tahun:  - </li><li>Pemuda Demokrat Sulawesi, Sebagai: Koordinator Wilayah. Tahun:  - </li><li>PGIW Jakarta, Sebagai: Bendahara (5 th). Tahun:  - </li><li>Taruna Merah Putih (TMP), Sulut, Sebagai: Ketua Dewan Pimpinan Daerah (5 th). Tahun:  - </li> </ul>
",Manado,46.0,4_s1,eksternal,non-dewan,"(44.0, 49.0]",1.0,PDIP
255,http://www.dpr.go.id//doksigota/photo/2006.jpg,http://www.dpr.go.id//blog/profil/id/2006,"MATINDAS J. RUMAMBI, S.Sos.",Fraksi Partai Demokrasi Indonesia Perjuangan,SULAWESI TENGAH,"['Badan Musyawarah', 'Komisi VIII', 'Badan Legislasi']",Malang / 30 April 1966,Kristen,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , Enim 5 Manado. Tahun: 1972 - 1978</li><li>SMP , Negri 2 Manado. Tahun: 1978 - 1981</li><li>SMA , Negri 1 Manado. Tahun: 1981 - 1984</li><li>DIPLOMA , . Tahun:  - </li><li>S1 Sosial Politik, Univ. Samratulangi Manado. Tahun: 1984 - 1996</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Anggota DPRD Provinsi Sulawesi Tengah , Sebagai: Fraksi PDI Perjuangan . Tahun: 2014 - 2019</li><li>PT Palu Rigtom Eontdeu Perkasa , Sebagai: Komisaris . Tahun:  - </li><li>CV Weru Madika , Sebagai: Direktur . Tahun:  - </li><li>PT Cancer Jaya Farma , Sebagai: Direktur . Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>DPD GAMKI Sulteng , Sebagai: Dewan Penasehat. Tahun: 2918 - 2021</li><li>DPP GAMKI , Sebagai: Majelis Pertimbangan Organisasi. Tahun: 2019 - 2022</li><li>Sinode AM Gereja-gereja Prov. Sulteng, Sebagai: Bendahara. Tahun: 2017 - 2022</li><li>Brigade Manguni Indonesia Sulteng, Sebagai: Tonaas . Tahun: 2015 - 2018</li><li>DPD Granat Sulteng , Sebagai: Wakil Bendahara . Tahun: 2011 - 2016</li><li>Kadin Prov sulteng , Sebagai: Anggota. Tahun: 2009 - 2014</li><li>BPD Hipmi Prov. Sulteng , Sebagai: Anggota. Tahun: 2008 - 2011</li><li>DPD GAMKI Sulawesi Tengah , Sebagai: Ketua . Tahun: 2007 - 2010</li><li>DPW Garda Muda Merah Putih Sulteng , Sebagai: Bendahara . Tahun: 2005 - 2005</li><li>DPD KNPI Prov. Sulteng , Sebagai: Wakil Bendahara . Tahun: 2004 - 2007</li> </ul>
",Malang,54.0,4_s1,eksternal,dewan,"(49.0, 55.0]",1.0,PDIP
256,http://www.dpr.go.id//doksigota/photo/1584.jpg,http://www.dpr.go.id//blog/profil/id/1584,"H. ANDI RIDWAN WITTIRI, SH",Fraksi Partai Demokrasi Indonesia Perjuangan,SULAWESI SELATAN I,['Komisi VII'],Soppeng / 15 Desember 1962,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , SD Soppeng. Tahun:  - 1974</li><li>SMP , SMP Kendari. Tahun:  - 1978</li><li>SMA , SMA Makassar. Tahun:  - 1983</li><li>S1 Fak. Hukum, STIH IBLAM, Jakarta. Tahun:  - 2007</li><li>S1 Fak. Ekonomi, Universitas 45 Makassar. Tahun:  - 1986</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Dewan Perwakilan Rakyat, Sebagai: Anggota. Tahun: 2014 - 2019</li><li>PT. Rimali Group, Sebagai: Dirut. Tahun:  - </li><li>PT. Senamas Group, Sebagai: Komisaris Utama. Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>Departemen Ormas DPP PDI Perjuangan, Sebagai: . Tahun:  - </li><li>DPP Banteng Muda Indonesia, Sebagai: Ketua. Tahun:  - </li><li>PP. Baitul Muslimin Indonesia, Sebagai: Bendahara Umum. Tahun:  - </li><li>DPD PDI-P SULSEL, Sebagai: ketua. Tahun:  - </li> </ul>
",Soppeng,58.0,4_s1,eksternal,non-dewan,"(55.0, 61.0]",1.0,PDIP
257,http://www.dpr.go.id//doksigota/photo/1591.jpg,http://www.dpr.go.id//blog/profil/id/1591,"Drs. SAMSU NIANG, M.Pd",Fraksi Partai Demokrasi Indonesia Perjuangan,SULAWESI SELATAN II,['Komisi VIII'],Pising  / 16 Februari 1964,Islam,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , 	SD Negeri 34 Pising . Tahun: 1971 - 1977</li><li>SMP , 	SMP Negeri Tajuncu. Tahun: 1977 - 1981</li><li>SMA , 	SMA Nasional Ujungpandang. Tahun: 1980 - 1984</li><li>S1 Penjaskesrek, 	IKIP Ujung Pandang . Tahun: 1984 - 1988</li><li>S2 Admin. Umum, 	UNM Makassar . Tahun: 1997 - 2000</li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>Anggota DPR RI, Sebagai: Anggota . Tahun: 2019 - skrg</li><li>ANGGOTA DPR/MPR RI PRIODE 2014-2019, Sebagai: ANGGOTA. Tahun: 2014 - 2019</li><li>ANGGOTA DPRD KOTA MAKASAR, Sebagai: WAKIL KETUA DPRD KOTA MAKASAR. Tahun: 2009 - 2914</li><li>ANGGOTA DPRD KOTA MAKASAR, Sebagai: ANGGOTA DPRD KOTA MASAKASAR. Tahun: 2004 - 2009</li><li>	Guru (PNS) Makassar, Tahun 1990 – , Sebagai: guru. Tahun: 1990 - 2004</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>FK-PAGI (Forum Komunikasi Pengkajian Aspirasi Guru Indonesia (Sulsel), Sebagai: Ketua . Tahun: 1998 - 2004</li><li>FGI (Federasi Guru Independen Indonesia), Sebagai: Wakil Ketu-Korwil Indonesia Timur. Tahun: 1998 - 2004</li> </ul>
",Pising ,56.0,5_s2,eksternal,dewan,"(55.0, 61.0]",1.0,PDIP
258,http://www.dpr.go.id//doksigota/photo/2007.jpg,http://www.dpr.go.id//blog/profil/id/2007,"SARCE BANDASO TANDIASIK, S.H.",Fraksi Partai Demokrasi Indonesia Perjuangan,SULAWESI SELATAN III,"['Badan Anggaran', 'Komisi V']",Palopo / 28 September 1968,Kristen,"
<div class=""stitle"">Riwayat Pendidikan</div>
<ul class=""custom-button"">
<li>SD , KRISTEN PALOPO. Tahun:  - </li><li>SD , KRISTEN PALOPO. Tahun:  - </li><li>SD , KRISTEN PALOPO. Tahun:  - </li><li>SD , KRISTEN PALOPO. Tahun:  - </li><li>SD , KRISTEN PALOPO. Tahun:  - </li><li>SMP , DRSTER PALOPO. Tahun:  - </li><li>SMP , DRSTER PALOPO. Tahun:  - </li><li>SMP , DRSTER PALOPO. Tahun:  - </li><li>SMP , DRSTER PALOPO. Tahun:  - </li><li>SMP , DRSTER PALOPO. Tahun:  - </li><li>SMA , KATOLIK MAKALE. Tahun:  - </li><li>SMA , KATOLIK MAKALE. Tahun:  - </li><li>SMA , KATOLIK MAKALE. Tahun:  - </li><li>SMA , KATOLIK MAKALE. Tahun:  - </li><li>SMA , KATOLIK MAKALE. Tahun:  - </li><li>S1 HUKUM, UKTP PAULUS MKS. Tahun:  - </li><li>S1 HUKUM, UKTP PAULUS MKS. Tahun:  - </li><li>S1 HUKUM, UKTP PAULUS MKS. Tahun:  - </li><li>S1 HUKUM, UKTP PAULUS MKS. Tahun:  - </li><li>S1 HUKUM, UKTP PAULUS MKS. Tahun:  - </li> </ul>
","
<div class=""stitle"">Riwayat Pekerjaan</div>
<ul class=""custom-button"">
<li>DPRD Provinsi Sulawesi Selatan, Sebagai: Anggota. Tahun: 2014 - 2019</li> </ul>
","
<div class=""stitle"">Riwayat Organisasi</div>
<ul class=""custom-button"">
<li>KETUA FRAKSI PDI PERJUANGAN, Sebagai: KETUA FRAKSI DPRD . Tahun: 2013 - 2014</li><li>KETUA FRAKSI PDT PERJUANGAN, Sebagai: KETUA FRAKSI DPRD . Tahun: 2013 - 2014</li><li>KETUA FRAKSI PDT PERJUANGAN, Sebagai: KETUA FRAKSI DPRD . Tahun: 2013 - 2014</li><li>KETUA FRAKSI PDT PERJUANGAN, Sebagai: KETUA FRAKSI DPRD . Tahun: 2013 - 2014</li><li>KETUA FRAKSI PDI PERJUANGAN, Sebagai: KETUA FRAKSI DPRD . Tahun: 2013 - 2014</li><li>PDI PERJUANGAN SULSEL, Sebagai: WAKIL KETUA DPRD . Tahun: 2004 - 2019</li><li>PDI PERJUANGAN SULSEL, Sebagai: WAKIL KETUA DPRD . Tahun: 2004 - 2019</li><li>PDI PERJUANGAN SULSEL, Sebagai: WAKIL KETUA DPRD . Tahun: 2004 - 2019</li><li>PDI PERJUANGAN SULSEL, Sebagai: WAKIL KETUA DPRD . Tahun: 2004 - 2019</li><li>PDI PERJUANGAN SULSEL, Sebagai: WAKIL KETUA DPRD . Tahun: 2004 - 2019</li> </ul>
",Palopo,52.0,4_s1,eksternal,dewan,"(49.0, 55.0]",1.0,PDIP
